English,Hindi,Santali
Society doesnt give much more importance to these actions.,समज इन करय क अधक महततव नह दत,ᱤᱧ ᱫᱚ ᱩᱱᱠᱩ ᱴᱷᱮᱱ ᱠᱷᱚᱱ ᱢᱤᱫᱴᱟᱹᱝ ᱨᱳᱴᱤ ᱦᱟᱛᱟᱣᱮᱫ ᱛᱟᱦᱮᱸᱱ ᱟᱨ ᱤᱧ ᱴᱷᱮᱱ ᱠᱷᱚᱱ ᱦᱚᱸ ᱢᱤᱫᱴᱟᱹᱝ ᱨᱳᱴᱤ ᱤᱧ ᱦᱟᱛᱟᱣᱮᱫ ᱛᱟᱦᱮᱸᱱ
How Deep Is It?,कआ कतन गहर ह?,ᱠᱩᱧ ᱫᱚ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱹᱦᱤᱨ ᱜᱮᱭᱟ ?
"The train, bus and air services, are available to reach.","यह तक पहचन क लए टरन , बस व हवई सवए उपलबध ह","ᱱᱚᱸᱰᱮ ᱥᱮᱴᱮᱨᱚᱜ ᱞᱟᱹᱜᱤᱫ ᱴᱨᱮᱱ , ᱵᱟᱥ ᱟᱨ ᱩᱰᱟᱹᱱ ᱰᱟᱹᱦᱤ ᱨᱮᱱᱟᱜ ᱥᱩᱵᱤᱫᱷᱟ ᱢᱮᱱᱟᱜᱼᱟ"
"In it, Gods brother and Gods newly converted man, Joseph, is disfellowshipped from the iron company",इसम वर और वर क रषत क भई क समज क ईषट दव सव भम क कढव अरपण कर लह क कल स आक जत ह,ᱱᱚᱶᱟ ᱨᱮ ᱡᱟᱶᱟᱭ ᱟᱨ ᱡᱟᱶᱟᱭ ᱨᱮᱱ ᱯᱮᱲᱟ ᱵᱚᱭᱦᱟ ᱫᱚ ᱥᱟᱶᱛᱟ ᱨᱮᱱ ᱤᱥᱛᱟ ᱫᱮᱵ ᱥᱮᱵᱟ ᱵᱷᱟᱢᱟᱭ ᱠᱚᱰᱷᱟᱣ ᱮᱢ ᱠᱟᱛᱮ ᱢᱮᱲᱦᱮᱫ ᱨᱮᱭᱟᱜ ᱛᱤ ᱛᱮ ᱵᱤᱪᱟᱹᱨ ᱦᱩᱭᱩᱜᱼᱟ
"There are a lot of people who dont even have the cheapest purchases to buy, whereas people on the other hand are busy buying expensive shopping in the malls.","ऐस बहत स लग ह, ज सबस ससत मलन वल समन भ खरद पन क सथत म नह ह, जबक दसर ओर लग मल म महग खरदर करन म वयसत रहत ह","ᱟᱹᱰᱤᱜᱟᱱ ᱦᱚᱲ ᱠᱚ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ, ᱡᱟᱦᱟᱸᱭ ᱠᱚᱫᱚ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱥᱟᱱᱛᱟᱲᱤ ᱡᱤᱱᱤᱥ ᱠᱚᱦᱚᱸ ᱵᱟᱠᱚ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ, ᱚᱠᱚᱭ ᱫᱚ ᱢᱳᱞ ᱠᱚᱨᱮ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱡᱤᱱᱤᱥ ᱠᱚ ᱠᱚᱨᱟᱣ ᱨᱮ ᱟᱸᱡᱚᱢ ᱟᱠᱟᱜᱼᱟ"
"In 1996, H.S.A., as a full time minister of politics, came face to face in the first month of 2006 as an Indian leader, who organized a series of political contests in many political arenas.","वरष १९९६ म एक नसखए क हसयत स रजनत शर करन वल एच. ड. कमरसवम वरष २००६ क पहल महन म एक ऐस मज हए नत क रप म समन आए , जसन कई रजनतक अखड क कई कददर क चत कर दय","ᱮᱭᱤᱪᱹᱰᱤ ᱠᱩᱢᱟᱨᱥᱟᱢᱤ, ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱑᱙᱙᱖ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱱᱟᱶᱟ ᱜᱤᱫᱽᱨᱟᱹ ᱞᱮᱠᱟᱛᱮ ᱨᱟᱡᱽᱟᱹᱨᱤ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱫᱟᱭ, ᱒᱐᱐᱖ ᱥᱟᱹᱦᱤᱛ ᱨᱮᱭᱟᱜ ᱯᱳᱭᱞᱳ ᱪᱟᱸᱫᱚ ᱨᱮ ᱢᱤᱫ ᱱᱚᱝᱠᱟᱱ ᱜᱟᱹᱠᱷᱩᱲᱟᱱ ᱱᱮᱛᱟ ᱞᱮᱠᱟᱛᱮᱭ ᱥᱚᱫᱚᱨ ᱞᱮᱱᱟ, ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱟᱭᱢᱟ ᱨᱟᱡᱽᱟᱹᱨᱤ ᱴᱚᱴᱷᱟ ᱨᱮᱱ ᱟᱭᱢᱟ ᱢᱟᱹᱱᱢᱤ ᱠᱚᱭ ᱪᱤᱨᱜᱟᱹᱞ ᱞᱮᱫ ᱠᱚᱣᱟ"
Its also increased the income of these farmers.,इसस इन कसन क कमई भ बहत बढ गई ह,ᱱᱚᱶᱟ ᱛᱮ ᱱᱩᱠᱩ ᱪᱟᱹᱥᱤ ᱠᱚᱣᱟᱜ ᱟᱨᱡᱟᱣ ᱦᱚᱸ ᱟᱹᱰᱤ ᱰᱷᱮᱨ ᱟᱠᱟᱱᱟ
"The Court has also ordered the immediate counsel of Jodllll steel to bring about the enjoyment of joy, the director of the Watch Tower Publications Index, and the vice president of Mumbais Artificate Against Exploitation, 120 B.C.E.","अदलत न जदल सटल क ततकलन सलहकर आनद गयल, नहर सटकस लमटड क नदशक बएसएन सरयनरयण और मबई क एससर पवर लमटड क करयकर उपधयकष सशल कमर मर क खलफ धर 120 ब आपरधक षडयतर लगन क भ आदश दय ह","ᱟᱫᱟᱞᱚᱛ ᱫᱚ ᱡᱤᱱᱫᱟᱞ ᱥᱴᱤᱞ ᱨᱮᱱ ᱩᱱ ᱚᱠᱛᱚ ᱨᱮᱱ ᱫᱤᱥᱦᱩᱫᱤᱥᱤᱭᱟᱹ ᱟᱱᱚᱱᱫᱚ ᱜᱳᱭᱮᱞ, ᱱᱤᱦᱟᱨ ᱥᱴᱚᱠᱥ ᱞᱤᱢᱤᱴᱮᱰ ᱨᱮᱱ ᱰᱤᱨᱮᱠᱴᱚᱨ ᱵᱤ ᱮᱥ ᱮᱱ ᱥᱩᱨᱡᱚᱱᱟᱨᱟᱭᱚᱱ ᱟᱨ ᱢᱩᱢᱵᱟᱭ ᱨᱮᱭᱟᱜ ᱮᱥᱥᱟᱨ ᱯᱟᱣᱟᱨ ᱞᱤᱢᱤᱴᱤᱰ ᱨᱮᱱ ᱮᱠᱡᱤᱠᱤᱭᱩᱴᱤᱵᱷ ᱰᱮᱯᱩᱴᱤ ᱪᱮᱭᱟᱨᱢᱮᱱ ᱥᱩᱥᱤᱞ ᱠᱩᱢᱟᱨ ᱢᱟᱨᱩ ᱵᱤᱨᱩᱫᱷ ᱨᱮ ᱑᱒᱐ ᱵᱤ ᱠᱨᱤᱢᱤᱱᱟᱞ ᱥᱚᱝᱥᱛᱷᱟ ᱞᱟᱜᱟᱣ ᱨᱮᱭᱟᱜ ᱮ ᱦᱩᱠᱩᱢ ᱟᱠᱟᱫᱟ"
Try to think of what you want instead of making money.,पस कमन क बजय इस बर म सचन क कशश कर क आप कय चहत ह,ᱠᱟᱹᱣᱰᱤ ᱟᱨᱡᱟᱣ ᱵᱚᱫᱚᱞᱛᱮ ᱟᱢ ᱪᱮᱫ ᱮᱢ ᱠᱷᱚᱡᱚᱜ ᱠᱟᱱᱟ ᱚᱱᱟ ᱵᱟᱨᱮᱛᱮ ᱩᱭᱦᱟᱹᱨ ᱨᱮᱭᱟᱜ ᱨᱤᱠᱟᱹᱭ ᱢᱮ
How do you cookers vegetables?,तम मटर क सबज कस बनत ह,ᱟᱢ ᱢᱚᱴᱚᱨ ᱩᱛᱩ ᱪᱤᱠᱟᱹᱛᱮᱢ ᱵᱮᱱᱟᱣᱟ
Thank you for giving attention to you.,आपक धयन दन क लए धनयवद,ᱟᱢᱟᱜ ᱢᱚᱱᱮ ᱞᱟᱜᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱣ
Use your objects to see what you first bought and you want to order them again.,अपन वसतओ क उपयग उन चज क दखन क लए कर ज आपन पहल खरद ह और आप उनह फर स ऑरडर करन चहत ह,ᱟᱢᱟᱜ ᱡᱤᱱᱤᱥ ᱠᱚ ᱵᱮᱵᱷᱟᱨ ᱠᱟᱛᱮ ᱧᱮᱞᱢᱮ ᱡᱮ ᱟᱢ ᱞᱟᱦᱟᱨᱮ ᱪᱮᱫ ᱮᱢ ᱠᱤᱨᱤᱧ ᱟᱠᱟᱫᱟ ᱟᱨ ᱚᱱᱟᱠᱚ ᱫᱚᱲᱦᱟ ᱚᱰᱟᱨ ᱮᱢ ᱠᱷᱚᱡᱚᱜ ᱠᱟᱱᱟ
Will the World End When It Ends?,कय दनय खतम ह जएग जब,ᱪᱮᱫ ᱫᱷᱟᱹᱨᱛᱤ ᱢᱩᱪᱟᱹᱫᱚᱜᱼᱟ ᱡᱚᱠᱷᱚᱱ
"Im going to explain to the last two people who were reluctant to come, and Im going to explain to them.",पछल द लग ज आनकन कर रह थ उनह समझन क म अलग स लग,ᱛᱟᱭᱚᱢ ᱛᱮ ᱵᱟᱨ ᱦᱚᱲ ᱟᱵᱤ ᱠᱤᱱ ᱨᱚᱯᱚᱲᱚᱜ ᱠᱟᱱ ᱛᱟᱦᱮ ᱠᱟᱱᱟ ᱩᱱᱠᱤᱱ ᱵᱩᱡᱷᱟᱣ ᱞᱟᱜᱤᱫ ᱤᱧ ᱟᱞᱟᱜ ᱛᱮᱧ ᱦᱟᱛᱟᱣᱟ
Two times the flag meetings continued.,द बर क फलग मटगस बनतज रह,ᱵᱟᱨ ᱫᱷᱟᱣᱟᱜ ᱯᱷᱞᱮᱹᱜᱽ ᱢᱤᱴᱤᱝ ᱵᱮᱼᱚᱨᱡᱚᱭᱮᱱᱟ
The candles in the province of the north receive a clear view of the light of millions of stars and the stars of the Milky Way.,उततर परदश क बनरस म दपतसव म घट पर लख दय क रशन और गग आरत क दवय दशय दखन क मलत ह,ᱩᱛᱛᱚᱨ ᱯᱨᱚᱫᱮᱥ ᱨᱮᱭᱟᱜ ᱵᱮᱱᱟᱨᱚᱥ ᱨᱮ ᱫᱤᱯᱳ ᱯᱚᱨᱚᱵᱽ ᱨᱮ ᱜᱷᱟᱴ ᱨᱮ ᱞᱟᱠᱷ ᱞᱟᱠᱷ ᱢᱟᱨᱥᱟᱞ ᱟᱨ ᱜᱚᱝᱜᱟ ᱟᱨᱛᱤ ᱨᱮᱭᱟᱜ ᱵᱚᱸᱜᱟ ᱧᱮᱱᱮᱞᱚᱢ ᱧᱮᱞ ᱧᱟᱢᱚᱜᱼᱟ
A major class of Lazapa believes that Modi governments role in the contests was a heavy blow and a vote of Muslim protests.,भजप क एक बड वरग क मनन ह क गजरत क दग म मद सरकर क भमक क करण मसलमन म भर नरजग थ और उनहन भजप वरधय क जमकर वट डल .,"ᱵᱤᱡᱮᱯᱤ ᱨᱮᱱ ᱢᱤᱫ ᱢᱟᱨᱟᱝ ᱦᱤᱸᱥ ᱠᱚ ᱢᱚᱱᱮ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱡᱮ, ᱜᱩᱡᱨᱟᱴ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱨᱮ ᱢᱳᱫᱤ ᱥᱚᱨᱠᱟᱨ ᱟᱜ ᱪᱩᱨᱤᱛ ᱠᱷᱟᱹᱛᱤᱨ ᱛᱮ ᱢᱩᱥᱞᱟᱹ ᱠᱚ ᱢᱩᱫᱨᱮ ᱟᱹᱰᱤ ᱜᱷᱟᱹᱞ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱟᱨ ᱩᱱᱠᱩ ᱫᱚ ᱵᱤᱡᱮᱯᱤ ᱵᱤᱨᱩᱫᱷᱤᱭᱟᱹ ᱠᱚ ᱪᱮᱛᱟᱱ ᱨᱮ ᱟᱹᱰᱤ ᱰᱷᱮᱨ ᱵᱳᱴ ᱠᱚ ᱮᱢ ᱞᱮᱫᱟ"
Amaranth and meat beta are made in the center of The City every year held in Odehash.,ओडश म परतयक वरष कटक म आयजत दशहर महतसव म शकहर और मसहर वयजन बनए जत ह,ᱳᱲᱤᱥᱥᱟ ᱨᱮ ᱡᱟᱣ ᱥᱮᱨᱢᱟ ᱠᱚᱴᱚᱠ ᱨᱮ ᱥᱟᱯᱲᱟᱣ ᱫᱚᱥᱮᱨᱟ ᱯᱚᱨᱚᱵᱽ ᱨᱮ ᱱᱤᱨᱟᱢᱤᱥᱤ ᱟᱨ ᱡᱤᱵᱟᱱᱩ ᱡᱚᱢᱟᱜ ᱵᱮᱱᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ
"During Indias off movement, the participants were given in Altim Mumbai, and it led to the rise and independence of power in 1947.",भरत छड आदलन क दरन अगरज क अलटमटम मबई म दय गय थ और इसक परणत 1947 म सतत क हसततरण और सवततरत क रप म हआ,ᱵᱷᱟᱨᱚᱛ ᱵᱟᱹᱜᱤ ᱟᱸᱫᱳᱲ ᱚᱠᱛᱚ ᱵᱨᱤᱴᱤᱥ ᱠᱚ ᱢᱩᱢᱵᱟᱭ ᱨᱮ ᱢᱩᱪᱟᱹᱫ ᱠᱟᱛᱷᱟ ᱮᱢ ᱦᱩᱭ ᱞᱮᱱᱟ ᱟᱨ ᱑᱙᱔᱗ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱫᱟᱲᱮ ᱩᱪᱟᱹᱲ ᱟᱨ ᱯᱷᱩᱨᱜᱟᱹᱞ ᱞᱮᱠᱟᱛᱮ ᱢᱩᱪᱟᱹᱫ ᱞᱮᱱᱟ
The result will come.,परणम ज आएग आएग,ᱚᱨᱡᱚ ᱡᱟᱦᱟᱸ ᱦᱤᱡᱩᱜᱼᱟ ᱦᱤᱡᱩᱜᱼᱟ
It is necessary for farmers to take care of the cost and quality while selling crowns in the village market.,गव क बजर म तज सबजय क बकर करत समय कमत और गणवतत क धयन रखन कसन क लए आवशयक हत ह,ᱟᱹᱛᱩ ᱵᱟᱡᱟᱨ ᱨᱮ ᱦᱮᱲᱮᱢ ᱩᱛᱩ ᱟᱲᱟᱜ ᱟᱹᱠᱷᱨᱤᱧ ᱚᱠᱛᱚ ᱪᱟᱹᱥᱤ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱜᱚᱱᱚᱝ ᱟᱨ ᱜᱩᱱᱢᱟᱱ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱩᱭᱦᱟᱹᱨ ᱫᱚᱦᱚ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ
We need to clean the farm immediately after the mama harvest.,धन क कटई क बद खत क तरत सफ करन जरर हत ह,ᱦᱩᱲᱩ ᱪᱟᱥ ᱛᱟᱭᱚᱢ ᱵᱟᱹᱫᱽ ᱞᱚᱜᱚᱱ ᱥᱟᱯᱷᱟ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ
She called me almost every day.,उसन लगभग रज मझ फन कय,ᱩᱱᱤ ᱤᱧ ᱫᱤᱱᱟᱹᱢ ᱜᱮ ᱯᱷᱳᱱ ᱠᱮᱫᱤᱧᱟ
"The elephant travel for nine days in Karnatakas Mandalay, the traditional solution song, and the sleek market.","करनटक क मसर म दशहर क न दन तक हथ शभ यतर, परपरक हललगत और सलक बजर सजत ह","ᱠᱚᱨᱱᱟᱴᱚᱠ ᱨᱮᱭᱟᱜ ᱢᱚᱦᱤᱥᱩᱨ ᱨᱮ ᱫᱚᱥᱮᱨᱟ ᱨᱮᱭᱟᱜ ᱟᱨᱮ ᱢᱟᱦᱟ ᱦᱟᱹᱵᱤᱡ ᱦᱟᱹᱛᱤ ᱥᱳᱵᱷᱟ ᱥᱟᱸᱜᱷᱟᱨ, ᱥᱮᱨᱣᱟ ᱟᱱᱟᱜ ᱦᱚᱞᱤᱜᱤᱛ ᱟᱨ ᱥᱤᱞᱠ ᱵᱟᱡᱟᱨ ᱥᱟᱡᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ"
"The chief farming is made of rice, with diverse kinds grow into corn fields.","मखय खत चवल क क जत ह, जनक वभनन कसम वयपक रप स धन क खत म उगई जत ह","ᱢᱩᱬᱩᱫ ᱪᱟᱥ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱦᱩᱲᱩ, ᱡᱟᱦᱟᱸ ᱨᱮᱭᱟᱜ ᱟᱭᱢᱟ ᱞᱮᱠᱟᱱ ᱦᱩᱲᱩᱭ ᱵᱟᱹᱫᱽ ᱨᱮ ᱡᱟᱹᱥᱛᱤ ᱪᱟᱥ ᱦᱩᱭᱩᱜᱼᱟ"
I have a little garden in my house.,मर घर म छट बगच ह,ᱤᱧᱟᱜ ᱚᱲᱟᱜ ᱨᱮ ᱢᱤᱫ ᱦᱩᱰᱤᱧ ᱵᱟᱜᱟᱱ ᱢᱮᱱᱟᱜᱼᱟ
Can you build a list of all the vaccines where advocates doses are available?,कय आप उन सभ टककरण कदर क सच बन सकत ह जह समरथक खरक उपलबध ह?,ᱟᱢ ᱪᱮᱫ ᱥᱟᱱᱟᱢ ᱴᱤᱠᱟᱹ ᱛᱟᱞᱢᱟ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱛᱟᱹᱞᱤᱠᱟ ᱵᱮᱱᱟᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱡᱟᱦᱟᱸ ᱨᱮ ᱥᱯᱳᱨᱴ ᱰᱳᱡᱽ ᱧᱟᱢᱚᱜᱼᱟ
The agricultural policy will only succeed if its profit reached to the last farmer Transparent and timed.,कष नत तभ सफल हग जब उसक लभ अतम कसन तक परदरश और समयबदध तरक स पहच,ᱪᱟᱥ ᱟᱹᱨᱤ ᱫᱚ ᱩᱱᱜᱮ ᱥᱤᱜᱤᱞᱚᱜᱼᱟ ᱡᱚᱠᱷᱚᱱ ᱚᱱᱟ ᱨᱮᱭᱟᱜ ᱥᱤᱜᱤᱞ ᱫᱚ ᱢᱩᱪᱟᱹᱫ ᱪᱟᱹᱥᱤ ᱴᱷᱮᱱ ᱯᱩᱥᱴᱟᱹᱣ ᱟᱨ ᱚᱠᱛᱚ ᱞᱮᱠᱟᱛᱮ ᱥᱮᱴᱮᱨᱚᱜᱼᱟ
"Come on, I dont feel bad about this.","चल जय, मझ इस बर म बर महसस नह करन","ᱫᱮᱞᱟ ᱡᱚᱭ, ᱤᱧ ᱱᱚᱣᱟ ᱵᱟᱨᱮᱛᱮ ᱵᱟᱹᱲᱤᱡ ᱵᱟᱹᱧ ᱟᱹᱭᱠᱟᱹᱣᱟ"
"This year, We have sown the harvest of both wheat and rice, and We have seen that in time the quality of harvest and proper care is getting better.","इस सल हमन गह और चवल दन क फसल बई ह, और हमन दख क समय पर सचई और उचत दखभल स फसल क गणवतत बहतर ह रह ह","ᱱᱚᱣᱟ ᱥᱮᱨᱢᱟ ᱟᱞᱮ ᱜᱩᱦᱩᱢ ᱟᱨ ᱦᱩᱲᱩ ᱵᱟᱱᱟᱨ ᱪᱟᱥ ᱞᱮ ᱨᱚᱦᱚᱭ ᱟᱠᱟᱫᱟ, ᱟᱨ ᱟᱞᱮ ᱧᱮᱞ ᱟᱠᱟᱫᱟ ᱡᱮ ᱚᱠᱛᱚ ᱨᱮ ᱫᱟᱜ ᱯᱟᱴᱟᱣ ᱟᱨ ᱡᱚᱛᱷᱟᱛ ᱡᱚᱛᱚᱱ ᱛᱮ ᱪᱟᱥ ᱨᱮᱭᱟᱜ ᱜᱩᱱᱢᱟᱱ ᱵᱟᱹᱲᱛᱤᱜ ᱠᱟᱱᱟ"
"Hey, how are you doing?",Hey! आप कस कर रह ह?,"ᱟᱨᱮ, ᱟᱢ ᱪᱮᱫ ᱞᱮᱠᱟᱢ ᱪᱮᱠᱟ ᱮᱫᱟ?"
"In addition, the original documents, which identify the Witness, are expected to be kept in a secure store.","इसक अतरकत, मल दसतवज, जनम सकष क पहचन अनतरवषट ह, क सरकषत अभरकष म रख जन अपकषत ह","ᱱᱚᱣᱟ ᱵᱮᱜᱚᱨ ᱦᱚᱸ, ᱥᱟᱹᱠᱷᱤᱭᱟᱜ ᱩᱯᱨᱩᱢ ᱥᱮᱞᱮᱫ ᱢᱩᱬᱩᱫ ᱱᱚᱛᱷᱤ ᱠᱚ ᱱᱤᱨᱟᱹᱭ ᱟᱴᱚᱠ ᱨᱮ ᱫᱚᱦᱚ ᱦᱩᱭᱩᱜᱼᱟ ᱢᱮᱱᱛᱮ ᱟᱥᱟ ᱦᱩᱭᱩᱜᱼᱟ"
The bubble keys must be celebrated with great joy for all you guys.,दपवल आप सब लग क लए खब हरषललस स मनय हग,ᱟᱯᱮ ᱥᱟᱱᱟᱢ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱫᱤᱯᱟᱵᱚᱞᱤ ᱟᱹᱰᱤ ᱨᱟᱹᱥᱠᱟᱹ ᱥᱟᱞᱟᱜ ᱠᱚ ᱢᱟᱱᱟᱣᱟ
This 10 days exhibition was held on March 21st March 3022 in Katopas house.,इस 10 दवसय परदरशन क आयजन 21 मरच स 30 मरच 2022 क भपल क भपल हट म कय गय,᱒᱐᱒᱒ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱒᱑ ᱢᱟᱨᱪ ᱠᱷᱚᱱ ᱓᱐ ᱢᱟᱨᱪ ᱫᱷᱟᱹᱵᱤᱡ ᱵᱷᱳᱯᱟᱞ ᱨᱮᱭᱟᱜ ᱵᱷᱳᱯᱟᱞ ᱦᱟᱴ ᱨᱮ ᱑᱐ ᱢᱟᱦᱟ ᱫᱷᱩᱨᱭᱟᱹ ᱱᱚᱣᱟ ᱩᱫᱩᱜ ᱥᱚᱫᱚᱨ ᱨᱮᱭᱟᱜ ᱥᱟᱯᱲᱟᱣ ᱦᱩᱭ ᱞᱮᱱᱟ
"Today, education is being achieved to a higher level because of being available in grams or nearly an inch of an inch.",वरतमन म गरम म य समपसथ गरम म शकषणक सवध उपलबध हन क करण उचच सतर तक शकष परपत कर रह ह,ᱱᱟᱦᱟᱜ ᱨᱮ ᱟᱛᱳ ᱥᱮ ᱥᱩᱨᱥᱩᱯᱩᱨ ᱟᱛᱳ ᱠᱚᱨᱮ ᱥᱮᱪᱮᱫ ᱨᱮᱭᱟᱜ ᱥᱩᱵᱤᱫᱷᱟ ᱧᱟᱢ ᱠᱷᱟᱹᱛᱤᱨ ᱞᱟᱯᱷᱟᱝ ᱫᱷᱟᱯ ᱫᱷᱟᱹᱵᱤᱡ ᱥᱮᱪᱮᱫ ᱠᱚ ᱦᱟᱛᱟᱣ ᱮᱫᱟ
I will also commend the families who respected the last desire of their close friends.,"म उन परवर क भ सरहन करग, जनहन, अपन करबय क आखर इचछ क सममन कय","ᱤᱧ ᱚᱱᱟ ᱜᱷᱟᱨᱚᱸᱡᱽ ᱠᱚ ᱦᱚᱸ ᱥᱟᱨᱦᱟᱣ ᱤᱧ ᱟᱴᱠᱟᱨ ᱮᱫᱟ, ᱡᱟᱦᱟᱸᱭ ᱠᱚ ᱟᱠᱚᱨᱮᱱ ᱥᱩᱨ ᱥᱩᱯᱩᱨ ᱦᱚᱲ ᱠᱚᱣᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱤᱪᱪᱷᱟᱹ ᱠᱚ ᱢᱟᱹᱱ ᱠᱮᱫᱼᱟ"
"The brides vow is, yes, Ill keep whatever food you earn diligently, and Ill prepare it for your nourishment.","दलहन क परण ह, ह, आप महनत स ज भ भजन कमत ह, म उसक रकष करग, उस आपक पषण क लए तयर करग","ᱵᱟᱹᱦᱩᱣᱟᱜ ᱠᱤᱨᱭᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ, ᱦᱚᱭ, ᱟᱢ ᱠᱷᱟᱴᱟᱣ ᱠᱟᱛᱮ ᱡᱟᱦᱟᱸ ᱡᱚᱢᱟᱜ ᱮᱢ ᱟᱨᱡᱟᱣᱼᱟ, ᱤᱧ ᱚᱱᱟᱧ ᱨᱩᱠᱷᱤᱭᱟᱹᱭᱟ, ᱟᱢᱟᱜ ᱡᱚᱢᱟᱜ ᱞᱟᱹᱜᱤᱫ ᱤᱧ ᱚᱱᱟᱧ ᱥᱟᱯᱲᱟᱣᱟ"
Rams brothers name was Alfred.,रम क भई क नम शयम थ,ᱨᱟᱢ ᱤᱡ ᱵᱚᱭᱦᱟ ᱟᱜ ᱧᱩᱛᱩᱢ ᱫᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱥᱭᱟᱢ
The elephants big eye.,हथ बड जनवर ह,ᱦᱟᱹᱛᱤ ᱫᱚ ᱢᱟᱨᱟᱝ ᱡᱟᱱᱣᱟᱨ ᱠᱟᱱᱟᱭ
"The archaeologists study the remains, images, and images of buildings made of stone and brick.","परततववद पतथर और ईट स बन इमरत क अवशष, चतर तथ मरतय क अधययन करत ह","ᱢᱟᱨᱮᱭᱚᱨᱮᱡᱤᱠ ᱫᱷᱤᱨᱤ ᱟᱨ ᱤᱴᱟᱹ ᱛᱮ ᱵᱮᱱᱟᱣ ᱫᱚᱞᱟᱱ ᱢᱟᱨᱮ ᱥᱟᱨᱮᱡ, ᱪᱤᱛᱟᱹᱨ ᱟᱨ ᱢᱩᱨᱛᱤ ᱠᱚᱣᱟᱜ ᱠᱚ ᱯᱟᱲᱦᱟᱣᱟ"
"The director said, after considering the meeting of the contests and the passing parties, well decide the names of the prosecutors who will lead the government.","पटल न कह, वधयक क बठक और गजरत क परयवकषक क सथ परमरश करन क बद, हम कबनट मतरय क नम तय करग ज सरकर क नततव करग","ᱯᱮᱴᱮᱞ ᱮ ᱞᱟᱹᱭ ᱟᱠᱟᱫᱟ, ᱵᱤᱪᱟᱹᱨᱤᱭᱟᱹ ᱠᱚ ᱢᱤᱫ ᱥᱟᱶᱛᱮ ᱟᱨ ᱜᱩᱡᱨᱟᱴ ᱨᱮᱱ ᱧᱮᱞᱟᱱ ᱠᱚ ᱥᱟᱶ ᱠᱟᱛᱷᱟ ᱦᱟᱛᱟᱣ ᱛᱟᱭᱚᱢ, ᱟᱢ ᱫᱚ ᱥᱚᱨᱠᱟᱨ ᱨᱮᱱ ᱢᱩᱲᱩᱫ ᱠᱟᱵᱤᱱᱮᱴ ᱢᱚᱱᱛᱨᱤ ᱠᱚᱣᱟᱜ ᱧᱩᱛᱩᱢ ᱮ ᱜᱚᱴᱟᱼᱟ"
Farmers use dizziness and mechanical technology in their fields to save water and supply plants with adequate moisture.,कसन अपन खत म डरप इरगशन और सचई तकनक क उपयग करक पन क बचत करत ह और पध क परयपत नम दत ह,ᱪᱟᱹᱥᱤ ᱠᱚ ᱟᱠᱚᱣᱟᱜ ᱵᱟᱹᱫᱽ ᱨᱮ ᱰᱨᱤᱯ ᱥᱮᱪ ᱟᱨ ᱫᱟᱜ ᱯᱟᱴᱟᱣ ᱠᱟᱹᱭᱫᱩᱥ ᱵᱮᱣᱦᱟᱨ ᱠᱟᱛᱮ ᱫᱟᱜ ᱠᱚ ᱥᱟᱧᱪᱟᱣᱟ ᱟᱨ ᱫᱟᱨᱮ ᱠᱚ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ᱚᱞᱟᱦᱮᱫ ᱠᱚ ᱮᱢᱟ ᱠᱚᱣᱟ
She was dancing.,व नच रह थ,ᱩᱱᱤ ᱮᱱᱮᱡ ᱠᱟᱱ ᱛᱟᱸᱦᱮᱫ
